Distance (cm),Pressure (atm),Density (g/cm3),G_factor (g/cm3-s),F_factor (g/cm2-sec),Temperature (K),Radial_velocity (1/s),Axial_velocity (cm/sec),Pressure_gradient (g/cm3-s2),Mole_fraction_H2 (),Mole_fraction_H (),Mole_fraction_O (),Mole_fraction_O2 (),Mole_fraction_OH (),Mole_fraction_H2O (),Mole_fraction_HO2 (),Mole_fraction_H2O2 (),Mole_fraction_C (),Mole_fraction_CH (),Mole_fraction_CH2 (),Mole_fraction_CH2(S) (),Mole_fraction_CH3 (),Mole_fraction_CH4 (),Mole_fraction_CO (),Mole_fraction_CO2 (),Mole_fraction_HCO (),Mole_fraction_CH2O (),Mole_fraction_CH2OH (),Mole_fraction_CH3O (),Mole_fraction_CH3OH (),Mole_fraction_C2H (),Mole_fraction_C2H2 (),Mole_fraction_C2H3 (),Mole_fraction_C2H4 (),Mole_fraction_C2H5 (),Mole_fraction_C2H6 (),Mole_fraction_HCCO (),Mole_fraction_CH2CO (),Mole_fraction_HCCOH (),Mole_fraction_N (),Mole_fraction_NH (),Mole_fraction_NH2 (),Mole_fraction_NH3 (),Mole_fraction_NO (),Mole_fraction_NO2 (),Mole_fraction_N2O (),Mole_fraction_HNO (),Mole_fraction_HCN (),Mole_fraction_HCNO (),Mole_fraction_HNCO (),Mole_fraction_NCO (),Mole_fraction_N2 (),Mole_fraction_C3H7 (),Mole_fraction_C3H8 (),Mole_fraction_CH2CHO (),Mole_fraction_CH3CHO (),Molecular_weight (g/mole),Mass_density (g/cm3),Specific_heat_Cp (erg/g-K),Mixture_enthalpy (erg/g),Normal_strain_rate (1/sec),Shear_strain_rate (1/cm-sec),Mixture_viscosity (g/cm-sec),Mixture_thermal_conductivity (erg/cm-K-sec),Mixture_binary_diffusion_coefficients_H2 (cm2/sec),Mixture_binary_diffusion_coefficients_H (cm2/sec),Mixture_binary_diffusion_coefficients_O (cm2/sec),Mixture_binary_diffusion_coefficients_O2 (cm2/sec),Mixture_binary_diffusion_coefficients_OH (cm2/sec),Mixture_binary_diffusion_coefficients_H2O (cm2/sec),Mixture_binary_diffusion_coefficients_HO2 (cm2/sec),Mixture_binary_diffusion_coefficients_H2O2 (cm2/sec),Mixture_binary_diffusion_coefficients_C (cm2/sec),Mixture_binary_diffusion_coefficients_CH (cm2/sec),Mixture_binary_diffusion_coefficients_CH2 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2(S) (cm2/sec),Mixture_binary_diffusion_coefficients_CH3 (cm2/sec),Mixture_binary_diffusion_coefficients_CH4 (cm2/sec),Mixture_binary_diffusion_coefficients_CO (cm2/sec),Mixture_binary_diffusion_coefficients_CO2 (cm2/sec),Mixture_binary_diffusion_coefficients_HCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2O (cm2/sec),Mixture_binary_diffusion_coefficients_CH2OH (cm2/sec),Mixture_binary_diffusion_coefficients_CH3O (cm2/sec),Mixture_binary_diffusion_coefficients_CH3OH (cm2/sec),Mixture_binary_diffusion_coefficients_C2H (cm2/sec),Mixture_binary_diffusion_coefficients_C2H2 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H3 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H4 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H5 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H6 (cm2/sec),Mixture_binary_diffusion_coefficients_HCCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CO (cm2/sec),Mixture_binary_diffusion_coefficients_HCCOH (cm2/sec),Mixture_binary_diffusion_coefficients_N (cm2/sec),Mixture_binary_diffusion_coefficients_NH (cm2/sec),Mixture_binary_diffusion_coefficients_NH2 (cm2/sec),Mixture_binary_diffusion_coefficients_NH3 (cm2/sec),Mixture_binary_diffusion_coefficients_NNH (cm2/sec),Mixture_binary_diffusion_coefficients_NO (cm2/sec),Mixture_binary_diffusion_coefficients_NO2 (cm2/sec),Mixture_binary_diffusion_coefficients_N2O (cm2/sec),Mixture_binary_diffusion_coefficients_HNO (cm2/sec),Mixture_binary_diffusion_coefficients_CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCN (cm2/sec),Mixture_binary_diffusion_coefficients_H2CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNO (cm2/sec),Mixture_binary_diffusion_coefficients_HOCN (cm2/sec),Mixture_binary_diffusion_coefficients_HNCO (cm2/sec),Mixture_binary_diffusion_coefficients_NCO (cm2/sec),Mixture_binary_diffusion_coefficients_N2 (cm2/sec),Mixture_binary_diffusion_coefficients_AR (cm2/sec),Mixture_binary_diffusion_coefficients_C3H7 (cm2/sec),Mixture_binary_diffusion_coefficients_C3H8 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CHO (cm2/sec),Mixture_binary_diffusion_coefficients_CH3CHO (cm2/sec),Net_rxn_rate_GasRxn#1 (mole/cm3-sec),Forward_rxn_rate_GasRxn#1 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#1 (mole/cm3-sec),Net_rxn_rate_GasRxn#2 (mole/cm3-sec),Forward_rxn_rate_GasRxn#2 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#2 (mole/cm3-sec),Net_rxn_rate_GasRxn#3 (mole/cm3-sec),Forward_rxn_rate_GasRxn#3 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#3 (mole/cm3-sec),Net_rxn_rate_GasRxn#4 (mole/cm3-sec),Forward_rxn_rate_GasRxn#4 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#4 (mole/cm3-sec)
2.478516,0.9999997,0.001010173,-0.02551023,0.0214665,331.2573,25.25333,42.50065,-1.179859,0.006029509,7.514433E-11,6.747875E-9,0.1871528,9.562553E-8,0.003912363,8.233547E-6,3.680041E-6,2.394308E-30,8.709617E-22,1.080451E-12,6.186399E-14,3.347439E-7,0.0924572,6.141115E-4,1.157276E-4,9.004105E-12,2.019006E-5,2.217616E-13,7.617788E-7,3.509203E-6,1.631398E-23,4.686021E-7,3.73688E-15,3.878192E-6,9.747983E-10,8.905692E-6,4.246944E-14,1.927886E-7,1.053848E-10,2.684249E-13,7.018135E-13,8.640968E-10,1.506261E-9,4.004111E-8,5.494709E-8,1.9577E-10,1.151349E-10,1.184629E-8,2.227381E-10,2.213738E-9,5.400805E-12,0.7096678,1.410555E-11,3.844397E-8,1.032413E-12,9.895904E-8,27.45865,0.001010173,1.091826E7,-2.538604E9,627.6062,16.50487,1.939989E-4,3001.127,0.9512817,1.484001,0.3926099,0.2436326,0.3850923,0.276963,0.2507606,0.2490795,0.3710092,0.4204308,0.2780648,0.2780648,0.2718179,0.2817313,0.2500229,0.191524,0.1920256,0.1904599,0.1888566,0.1888567,0.1870145,0.2040902,0.2020223,0.2000897,0.1950372,0.1808629,0.1793925,0.3057871,0.16412,0.16412,0.3519454,0.4138285,0.4050623,0.2685583,0.2477239,0.248059,0.2111173,0.1897799,0.2490296,0.2491399,0.1878775,0.1861745,0.3057829,0.190609,0.190609,0.190609,0.1914916,0.2468257,0.241495,0.1394107,0.1387939,0.1633613,0.162634,9.510733E-16,9.510733E-16,1.33353E-72,4.262351E-17,4.262351E-17,1.801703E-68,1.007061E-12,1.007063E-12,1.540464E-18,1.503893E-9,1.503893E-9,4.852462E-39
2.479004,0.9999997,0.001002361,-0.02532104,0.02145409,333.7779,25.26139,42.8071,-1.179859,0.006163566,9.265872E-11,7.327545E-9,0.1869791,1.06007E-7,0.00420605,8.949723E-6,3.960349E-6,4.338945E-30,1.287097E-21,1.298366E-12,7.491022E-14,3.643734E-7,0.09229937,6.651914E-4,1.282692E-4,1.104178E-11,2.232964E-5,2.720214E-13,8.752506E-7,3.897744E-6,2.400527E-23,5.167668E-7,4.786585E-15,4.290853E-6,1.15887E-9,9.93478E-6,5.373337E-14,2.171491E-7,1.187E-10,2.876331E-13,8.365279E-13,9.087267E-10,1.62284E-9,4.374298E-8,5.994724E-8,2.171802E-10,1.246893E-10,1.315449E-8,2.469939E-10,2.454808E-9,5.98879E-12,0.7095027,1.677841E-11,4.418406E-8,1.304581E-12,1.115994E-7,27.45364,0.001002361,1.092691E7,-2.537107E9,673.0777,16.82018,1.950671E-4,3021.139,0.9638293,1.504865,0.3978817,0.2469387,0.3902621,0.2811634,0.2541622,0.2524586,0.3759654,0.42608,0.2818869,0.2818869,0.2755534,0.2855696,0.2533974,0.1942296,0.1948515,0.193263,0.1916161,0.1916162,0.1897611,0.206947,0.2048503,0.2028909,0.1978118,0.1834208,0.1819299,0.310005,0.1665172,0.1665172,0.3566453,0.4193882,0.4104934,0.2725239,0.2510286,0.2514067,0.2140723,0.1924556,0.2524201,0.2524688,0.1906645,0.1889363,0.3100007,0.1932962,0.1932962,0.1932962,0.1941909,0.250135,0.2448074,0.1413918,0.1407665,0.1657476,0.1650098,1.092069E-15,1.092069E-15,5.093926E-72,5.544194E-17,5.544194E-17,6.277947E-68,1.207509E-12,1.207511E-12,2.224195E-18,1.748424E-9,1.748424E-9,9.737501E-39
2.479492,0.9999997,9.941535E-4,-0.02512186,0.02144178,336.4702,25.2696,43.13575,-1.179859,0.006299773,1.14669E-10,7.969849E-9,0.1867938,1.175108E-7,0.004519224,9.725619E-6,4.257925E-6,7.931521E-30,1.912206E-21,1.562448E-12,9.087027E-14,3.973187E-7,0.0921318,7.201639E-4,1.420716E-4,1.353016E-11,2.467507E-5,3.333845E-13,1.004525E-6,4.325939E-6,3.564268E-23,5.695135E-7,6.141643E-15,4.74414E-6,1.377008E-9,1.107461E-5,6.798456E-14,2.443809E-7,1.335843E-10,3.082799E-13,9.966239E-13,9.553716E-10,1.747474E-9,4.778801E-8,6.533233E-8,2.407646E-10,1.349671E-10,1.459585E-8,2.737018E-10,2.720247E-9,6.636429E-12,0.7093317,1.997941E-11,5.073392E-8,1.657381E-12,1.25749E-7,27.44847,9.941535E-4,1.093614E7,-2.535531E9,720.9706,17.14576,1.962043E-4,3042.452,0.9772994,1.527276,0.4035421,0.250489,0.3958132,0.2856791,0.2578149,0.256087,0.3812868,0.4321458,0.2859915,0.2859915,0.279565,0.2896911,0.2570207,0.1971359,0.1978883,0.1962753,0.1945812,0.1945813,0.1927126,0.2100154,0.2078878,0.2058995,0.2007925,0.1861685,0.1846556,0.3145347,0.169093,0.169093,0.3616915,0.4253578,0.416325,0.2767855,0.2545768,0.2550013,0.217246,0.1953296,0.256061,0.256043,0.1936597,0.1919045,0.3145303,0.1961825,0.1961825,0.1961825,0.1970902,0.2536888,0.2483646,0.1435199,0.1428855,0.1683116,0.1675626,1.25602E-15,1.25602E-15,2.084897E-71,7.236768E-17,7.236768E-17,2.320286E-67,1.455845E-12,1.455848E-12,3.232163E-18,2.033611E-9,2.033611E-9,2.014413E-38
2.47998,0.9999997,9.855439E-4,-0.02491255,0.02142956,339.3436,25.27797,43.48779,-1.179859,0.0064381,1.424603E-10,8.683006E-9,0.1865961,1.302676E-7,0.004852845,1.05658E-5,4.57327E-6,1.463544E-29,2.857313E-21,1.883222E-12,1.104466E-13,4.340457E-7,0.091954,7.792765E-4,1.572454E-4,1.656747E-11,2.724284E-5,4.082634E-13,1.151561E-6,4.797274E-6,5.341168E-23,6.272198E-7,7.894643E-15,5.241519E-6,1.63542E-9,1.233569E-5,8.601889E-14,2.747847E-7,1.50202E-10,3.304868E-13,1.186718E-12,1.004092E-9,1.880591E-9,5.220799E-8,7.112096E-8,2.667162E-10,1.460135E-10,1.618207E-8,3.030785E-10,3.012209E-9,7.349059E-12,0.7091547,2.381747E-11,5.8198E-8,2.118346E-12,1.41569E-7,27.44314,9.855439E-4,1.094598E7,-2.533869E9,771.3352,17.48121,1.974137E-4,3065.134,0.9917522,1.551335,0.4096167,0.2542996,0.4017703,0.2905315,0.261735,0.2599811,0.3869974,0.4386555,0.2903972,0.2903972,0.2838708,0.2941144,0.2609093,0.200256,0.2011501,0.1995109,0.1977656,0.1977657,0.1958826,0.2133093,0.2111485,0.2091292,0.2039927,0.1891183,0.1875819,0.3193967,0.1718594,0.1718594,0.3671067,0.4317642,0.4225832,0.281363,0.2583845,0.2588591,0.220653,0.1984151,0.2599685,0.2598786,0.1968771,0.1950929,0.3193923,0.1992811,0.1992811,0.1992811,0.2002029,0.2575031,0.2521827,0.1458047,0.1451606,0.1710654,0.1703043,1.44706E-15,1.44706E-15,9.151411E-71,9.481756E-17,9.481756E-17,9.1037E-67,1.76515E-12,1.765155E-12,4.729152E-18,2.366392E-9,2.366392E-9,4.297962E-38
2.480469,0.9999997,9.765297E-4,-0.02469303,0.02141745,342.4075,25.28651,43.86441,-1.179859,0.006578514,1.777323E-10,9.476458E-9,0.1863852,1.444248E-7,0.005207881,1.147509E-5,4.906822E-6,2.728185E-29,4.296201E-21,2.273809E-12,1.345245E-13,4.750933E-7,0.09176547,8.427858E-4,1.739086E-4,2.027326E-11,3.005021E-5,4.995934E-13,1.318511E-6,5.31545E-6,8.079264E-23,6.902859E-7,1.016749E-14,5.786672E-6,1.941433E-9,1.372932E-5,1.08846E-13,3.086861E-7,1.68731E-10,3.543885E-13,1.412218E-12,1.054947E-9,2.022626E-9,5.703755E-8,7.733085E-8,2.952412E-10,1.578755E-10,1.792554E-8,3.353552E-10,3.332992E-9,8.132389E-12,0.7089717,2.842481E-11,6.669236E-8,2.72606E-12,1.592341E-7,27.43764,9.765297E-4,1.095649E7,-2.532116E9,824.2133,17.82606,1.986985E-4,3089.256,1.007251,1.57715,0.4161321,0.2583873,0.4081597,0.2957432,0.2659398,0.264158,0.3931222,0.4456375,0.2951235,0.2951235,0.2884899,0.298859,0.2650802,0.2036039,0.2046517,0.2029843,0.2011839,0.201184,0.1992857,0.2168434,0.214647,0.2125945,0.2074269,0.1922836,0.1907219,0.3246127,0.1748289,0.1748289,0.3729148,0.4386355,0.4292955,0.2862774,0.2624682,0.2629969,0.2243084,0.2017259,0.26416,0.2639923,0.2003315,0.1985161,0.3246082,0.2026059,0.2026059,0.2026059,0.2035427,0.2615948,0.2562784,0.1482565,0.1476019,0.1740214,0.1732474,1.670138E-15,1.670138E-15,4.310388E-70,1.247413E-16,1.247413E-16,3.793963E-66,2.152454E-12,2.152461E-12,6.969887E-18,2.754924E-9,2.754924E-9,9.46075E-38
2.480957,0.9999997,9.671094E-4,-0.02446324,0.02140545,345.6713,25.29521,44.26686,-1.179859,0.006720979,2.227533E-10,1.036107E-8,0.1861604,1.6015E-7,0.005585305,1.245864E-5,5.258949E-6,5.142198E-29,6.503375E-21,2.750606E-12,1.642227E-13,5.210844E-7,0.09156571,9.109579E-4,1.921863E-4,2.479309E-11,3.311525E-5,6.109478E-13,1.507724E-6,5.884385E-6,1.233743E-22,7.591345E-7,1.312105E-14,6.383501E-6,2.303705E-9,1.526758E-5,1.377473E-13,3.464372E-7,1.893635E-10,3.801348E-13,1.679445E-12,1.107995E-9,2.174021E-9,6.231443E-8,8.397852E-8,3.265589E-10,1.706012E-10,1.983943E-8,3.707776E-10,3.685038E-9,8.992507E-12,0.7087824,3.396206E-11,7.634557E-8,3.535361E-12,1.789336E-7,27.43197,9.671094E-4,1.096769E7,-2.530263E9,879.6377,18.17976,2.000619E-4,3114.888,1.023861,1.604832,0.4231162,0.2627699,0.4150088,0.3013377,0.2704475,0.2686358,0.3996874,0.4531219,0.3001906,0.3001906,0.2934422,0.3039451,0.2695513,0.2071941,0.2084087,0.2067111,0.2048511,0.2048512,0.2029369,0.2206331,0.2183985,0.2163103,0.21111,0.1956782,0.1940893,0.3302051,0.1780147,0.1780147,0.3791404,0.4460011,0.4364907,0.2915505,0.2668454,0.2674326,0.2282281,0.2052763,0.2686535,0.2684018,0.2040383,0.2021895,0.3302006,0.2061714,0.2061714,0.2061714,0.2071244,0.2659814,0.2606695,0.150886,0.1502202,0.1771928,0.1764048,1.931199E-15,1.931199E-15,2.179081E-69,1.648441E-16,1.648441E-16,1.679909E-65,2.640013E-12,2.640024E-12,1.035195E-17,3.208799E-9,3.208799E-9,2.148855E-37
2.481445,0.9999997,9.572841E-4,-0.0242232,0.02139356,349.1448,25.30409,44.69637,-1.179859,0.006865451,2.805823E-10,1.134936E-8,0.1859209,1.776326E-7,0.005986086,1.352185E-5,5.629933E-6,9.810241E-29,9.916805E-21,3.334161E-12,2.009589E-13,5.727399E-7,0.09135421,9.840672E-4,2.122113E-4,3.030425E-11,3.645676E-5,7.466791E-13,1.721758E-6,6.508216E-6,1.902045E-22,8.342114E-7,1.696815E-14,7.036122E-6,2.732461E-9,1.696337E-5,1.743493E-13,3.884168E-7,2.123063E-10,4.078928E-13,1.99577E-12,1.163293E-9,2.33522E-9,6.807969E-8,9.107889E-8,3.609018E-10,1.842406E-10,2.193764E-8,4.096065E-10,4.070937E-9,9.935889E-12,0.7085868,4.062447E-11,8.729969E-8,4.625272E-12,2.00872E-7,27.42613,9.572841E-4,1.097963E7,-2.528301E9,937.631,18.54167,2.015068E-4,3142.101,1.041652,1.634499,0.4305982,0.2674656,0.4223462,0.3073401,0.2752768,0.2734331,0.4067203,0.4611398,0.3056201,0.3056201,0.2987486,0.309394,0.2743414,0.2110421,0.2124375,0.2107076,0.2087831,0.2087832,0.2068522,0.2246944,0.2224189,0.2202925,0.2150579,0.1993165,0.1976984,0.3361976,0.1814307,0.1814307,0.3858096,0.4538919,0.4441988,0.2972054,0.2715345,0.2721846,0.2324287,0.2090814,0.2734679,0.2731255,0.2080136,0.206129,0.336193,0.2099928,0.2099928,0.2099928,0.210963,0.2706813,0.2653744,0.1537045,0.1530266,0.1805932,0.1797904,2.237396E-15,2.237396E-15,1.182231E-68,2.189153E-16,2.189153E-16,7.90272E-65,3.257037E-12,3.257053E-12,1.550244E-17,3.7393E-9,3.7393E-9,5.036215E-37
2.481934,0.9999997,9.470568E-4,-0.02397299,0.0213818,352.8377,25.31314,45.1542,-1.179859,0.007011884,3.553935E-10,1.245578E-8,0.185666,1.97088E-7,0.006411187,1.467044E-5,6.01996E-6,1.896689E-28,1.524304E-20,4.050286E-12,2.465342E-13,6.308938E-7,0.09113044,0.001062396,2.341238E-4,3.702272E-11,4.009422E-5,9.120919E-13,1.963377E-6,7.191289E-6,2.960488E-22,9.159847E-7,2.199092E-14,7.748872E-6,3.239787E-9,1.883043E-5,2.20718E-13,4.350322E-7,2.377818E-10,4.3785E-13,2.369774E-12,1.220895E-9,2.506671E-9,7.4378E-8,9.864486E-8,3.985162E-10,1.988446E-10,2.42348E-8,4.521174E-10,4.493428E-9,1.096941E-11,0.7083847,4.86495E-11,9.97112E-8,6.111168E-12,2.252697E-7,27.4201,9.470568E-4,1.099235E7,-2.52622E9,998.205,18.91111,2.030365E-4,3170.967,1.060695,1.666274,0.4386085,0.2724939,0.4302016,0.3137762,0.2804475,0.2785696,0.4142496,0.4697239,0.3114341,0.3114341,0.3044308,0.315228,0.2794699,0.2151636,0.2167552,0.2149906,0.2129965,0.2129967,0.2110481,0.2290441,0.2267248,0.2245575,0.2192869,0.2032135,0.2015644,0.3426148,0.1850912,0.1850912,0.3929494,0.4623398,0.4524512,0.303266,0.2765545,0.2772724,0.2369276,0.2131571,0.2786227,0.2781825,0.2122746,0.2103515,0.34261,0.2140858,0.2140858,0.2140858,0.2150745,0.2757137,0.2704125,0.1567236,0.1560328,0.1842371,0.1834183,2.597358E-15,2.597358E-15,6.879806E-68,2.923205E-16,2.923205E-16,3.94821E-64,4.042011E-12,4.042035E-12,2.342183E-17,4.359714E-9,4.359714E-9,1.217693E-36
2.482422,0.9999997,9.364331E-4,-0.02371271,0.02137016,356.7599,25.32238,45.64161,-1.179859,0.007160227,4.529579E-10,1.369703E-8,0.1853948,2.18761E-7,0.006861559,1.591042E-5,6.429114E-6,3.72157E-28,2.363592E-20,4.931497E-12,3.03243E-13,6.965112E-7,0.09089388,0.001146234,2.580715E-4,4.52118E-11,4.404772E-5,1.113657E-12,2.235557E-6,7.938157E-6,4.651899E-22,1.004945E-6,2.856432E-14,8.526299E-6,3.839969E-9,2.088332E-5,2.794774E-13,4.867191E-7,2.660278E-10,4.702172E-13,2.811416E-12,1.280853E-9,2.688819E-9,8.125785E-8,1.066868E-7,4.396614E-10,2.144655E-10,2.674624E-8,4.98601E-10,4.955399E-9,1.210033E-11,0.7081762,5.832609E-11,1.13752E-7,8.163485E-12,2.523631E-7,27.4139,9.364331E-4,1.10059E7,-2.524009E9,1061.36,19.28729,2.046537E-4,3201.559,1.081066,1.700283,0.4471788,0.2778746,0.4386062,0.3206734,0.2859802,0.2840655,0.4223049,0.4789081,0.3176558,0.3176558,0.3105115,0.3214701,0.2849571,0.2195754,0.2213796,0.2195779,0.2175087,0.2175089,0.215542,0.2336997,0.2313335,0.2291224,0.2238142,0.2073852,0.2057027,0.3494822,0.1890114,0.1890114,0.400588,0.4713784,0.4612805,0.3097575,0.281925,0.2827161,0.2417429,0.2175198,0.2841385,0.2835928,0.2168388,0.2148746,0.3494774,0.2184671,0.2184671,0.2184671,0.2194755,0.2810985,0.2758037,0.1599555,0.1592509,0.1881394,0.1873035,3.021523E-15,3.021523E-15,4.29031E-67,3.927495E-16,3.927495E-16,2.093327E-63,5.045835E-12,5.045871E-12,3.572643E-17,5.085686E-9,5.085686E-9,3.036317E-36
2.48291,0.9999997,9.254209E-4,-0.02344257,0.02135864,360.9212,25.33179,46.15985,-1.179859,0.007310424,5.813651E-10,1.509244E-8,0.1851065,2.429294E-7,0.007338133,1.724807E-5,6.857358E-6,7.423523E-28,3.700506E-20,6.018856E-12,3.740161E-13,7.707094E-7,0.09064403,0.001235878,2.842095E-4,5.519259E-11,4.833789E-5,1.359275E-12,2.541477E-6,8.753567E-6,7.378612E-22,1.101605E-6,3.718767E-14,9.373165E-6,4.549898E-9,2.313747E-5,3.539615E-13,5.439425E-7,2.97298E-10,5.052325E-13,3.332235E-12,1.343218E-9,2.882109E-9,8.877189E-8,1.152123E-7,4.846107E-10,2.311564E-10,2.948804E-8,5.493628E-10,5.459886E-9,1.333634E-11,0.7079612,7.000583E-11,1.296105E-7,1.103644E-11,2.824055E-7,27.40752,9.254209E-4,1.102033E7,-2.521654E9,1127.085,19.66938,2.063614E-4,3233.947,1.102841,1.736659,0.456342,0.2836287,0.4475922,0.3280601,0.291896,0.2899422,0.4309171,0.4887277,0.3243093,0.3243093,0.3170141,0.3281442,0.2908242,0.2242946,0.2263294,0.224488,0.2223376,0.2223378,0.2203518,0.2386794,0.2362629,0.234005,0.2286576,0.2118477,0.2101295,0.3568266,0.1932068,0.1932068,0.4087547,0.4810422,0.4707206,0.3167061,0.2876668,0.2885367,0.2468933,0.2221865,0.2900366,0.2893771,0.2217247,0.2197164,0.3568217,0.2231537,0.2231537,0.2231537,0.2241833,0.2868564,0.281569,0.163413,0.1626937,0.1923158,0.1914616,3.522544E-15,3.522544E-15,2.863185E-66,5.313705E-16,5.313705E-16,1.176547E-62,6.33607E-12,6.336125E-12,5.506308E-17,5.935657E-9,5.935657E-9,7.803496E-36
2.483398,0.9999997,9.140305E-4,-0.02316281,0.02134726,365.3313,25.3414,46.71018,-1.179859,0.007462415,7.521132E-10,1.666441E-8,0.1848003,2.699099E-7,0.007841819,1.868999E-5,7.304533E-6,1.508342E-27,5.855687E-20,7.364373E-12,4.626068E-13,8.54781E-7,0.09038036,0.001331629,3.127002E-4,6.735697E-11,5.298578E-5,1.658601E-12,2.884512E-6,9.64245E-6,1.181199E-21,1.206498E-6,4.852745E-14,1.029443E-5,5.389554E-9,2.560914E-5,4.484072E-13,6.071973E-7,3.318624E-10,5.431662E-13,3.945556E-12,1.408038E-9,3.086978E-9,9.697714E-8,1.242252E-7,5.336503E-10,2.489712E-10,3.247689E-8,6.04723E-10,6.01007E-9,1.468551E-11,0.7077396,8.411666E-11,1.474924E-7,1.51119E-11,3.156674E-7,27.40095,9.140305E-4,1.103569E7,-2.519144E9,1195.354,20.05648,2.081622E-4,3268.205,1.126102,1.77554,0.466132,0.2897777,0.457193,0.3359659,0.2982172,0.2962214,0.440118,0.4992191,0.3314195,0.3314195,0.3239631,0.3352751,0.297093,0.2293394,0.2316238,0.2297399,0.2275021,0.2275024,0.2254964,0.2440019,0.2415318,0.2392238,0.2338356,0.2166181,0.2148618,0.3646756,0.1976939,0.1976938,0.4174797,0.4913673,0.4808065,0.3241389,0.2938011,0.2947557,0.2523983,0.227175,0.296339,0.2955568,0.2269515,0.2248961,0.3646705,0.2281634,0.2281634,0.2281634,0.2292156,0.293009,0.28773,0.1671093,0.1663741,0.1967824,0.1959088,4.115803E-15,4.115803E-15,2.041172E-65,7.246273E-16,7.246273E-16,6.999656E-62,8.002706E-12,8.002792E-12,8.582933E-17,6.931369E-9,6.931369E-9,2.065551E-35
2.483887,0.9999997,9.022748E-4,-0.02287374,0.02133602,370.0,25.35119,47.29385,-1.179859,0.007616136,9.817601E-10,1.843898E-8,0.1844754,3.000629E-7,0.008373497,2.024304E-5,7.770341E-6,3.128495E-27,9.375759E-20,9.034121E-12,5.738366E-13,9.502224E-7,0.09010235,0.001433795,3.437131E-4,8.218348E-11,5.801278E-5,2.023451E-12,3.26822E-6,1.060991E-5,1.907989E-21,1.320178E-6,6.34752E-14,1.129526E-5,6.38257E-9,2.831543E-5,5.681997E-13,6.770085E-7,3.700071E-10,5.843263E-13,4.666737E-12,1.475356E-9,3.30386E-9,1.059353E-7,1.337253E-7,5.870793E-10,2.679646E-10,3.573019E-8,6.650162E-10,6.609274E-9,1.615634E-11,0.7075115,1.011793E-10,1.676214E-7,2.096594E-11,3.524366E-7,27.3942,9.022748E-4,1.105202E7,-2.516461E9,1266.132,20.44764,2.100587E-4,3304.401,1.150931,1.817066,0.4765843,0.296344,0.4674431,0.3444216,0.3049664,0.3029259,0.4499409,0.5104201,0.3390123,0.3390123,0.3313837,0.3428885,0.3037861,0.2347281,0.2372829,0.2353537,0.2330216,0.2330219,0.2309952,0.2496867,0.2471594,0.2447979,0.2393674,0.2217139,0.219917,0.3730577,0.2024894,0.2024894,0.4267944,0.5023907,0.4915746,0.3320842,0.3003499,0.3013958,0.2582781,0.2325036,0.3030685,0.3021543,0.2325391,0.2304333,0.3730526,0.2335147,0.2335147,0.2335147,0.2345911,0.2995784,0.294309,0.171058,0.170306,0.2015562,0.2006617,4.820047E-15,4.820047E-15,1.551004E-64,9.970655E-16,9.970655E-16,4.399846E-61,1.0166E-11,1.016613E-11,1.35442E-16,8.09847E-9,8.09847E-9,5.625664E-35
